id,district,categorical_count_2022,mosaic_cropland_2022,rainfed_cropland_2022,sparse_vegetation_2022,categorical_urban_2022,irrigated_cropland_2022,count_2022,categorical_count_2021,mosaic_cropland_2021,rainfed_cropland_2021,sparse_vegetation_2021,categorical_urban_2021,water_bodies_2021,forest_2021,irrigated_cropland_2021,count_2021,categorical_count_2020,mosaic_cropland_2020,rainfed_cropland_2020,sparse_vegetation_2020,categorical_urban_2020,irrigated_cropland_2020,count_2020,categorical_count_2019,mosaic_cropland_2019,rainfed_cropland_2019,sparse_vegetation_2019,categorical_urban_2019,irrigated_cropland_2019,count_2019,categorical_count_2018,mosaic_cropland_2018,rainfed_cropland_2018,sparse_vegetation_2018,categorical_urban_2018,irrigated_cropland_2018,count_2018,categorical_count_2017,mosaic_cropland_2017,rainfed_cropland_2017,sparse_vegetation_2017,categorical_urban_2017,irrigated_cropland_2017,count_2017,categorical_count_2016,mosaic_cropland_2016,rainfed_cropland_2016,sparse_vegetation_2016,categorical_urban_2016,irrigated_cropland_2016,count_2016,categorical_count_2015,mosaic_cropland_2015,rainfed_cropland_2015,sparse_vegetation_2015,categorical_urban_2015,irrigated_cropland_2015,count_2015,categorical_count_2014,mosaic_cropland_2014,rainfed_cropland_2014,sparse_vegetation_2014,categorical_urban_2014,irrigated_cropland_2014,count_2014,categorical_count_2013,mosaic_cropland_2013,rainfed_cropland_2013,sparse_vegetation_2013,categorical_urban_2013,irrigated_cropland_2013,count_2013,categorical_count_2012,mosaic_cropland_2012,rainfed_cropland_2012,sparse_vegetation_2012,categorical_urban_2012,irrigated_cropland_2012,count_2012,categorical_count_2011,mosaic_cropland_2011,rainfed_cropland_2011,sparse_vegetation_2011,categorical_urban_2011,irrigated_cropland_2011,count_2011,categorical_count_2010,mosaic_cropland_2010,rainfed_cropland_2010,sparse_vegetation_2010,categorical_urban_2010,irrigated_cropland_2010,count_2010
450,Situbondo,17619,4843,5246,1937,106,29,17688.83984,17619,4869,5269,1937,90,173,5250,29,17688.83984,17619,5120,5354,1948,88,29,17688.83984,17619,5119,5354,1948,86,29,17688.83984,17619,5107,5337,1948,86,29,17688.83984,17619,5095,5331,1948,86,29,17688.83984,17619,5077,5327,1948,86,29,17688.83984,17619,5078,5328,1948,86,29,17688.83984,17619,5080,5337,1948,72,29,17688.83984,17619,5135,5342,1948,54,28,17688.83984,17619,5135,5345,1948,48,29,17688.83984,17619,5137,5348,1948,44,30,17688.83984,17619,5132,5351,1948,41,30,17688.83984
451,Sleman,6113,2687,1644,30,875,9,6138.350098,6113,2725,1653,41,811,0,874,9,6138.350098,6113,2729,1653,42,806,9,6138.350098,6113,2732,1653,44,801,9,6138.350098,6113,2732,1653,44,801,9,6138.350098,6113,2742,1653,45,801,9,6138.350098,6113,2742,1653,45,801,9,6138.350098,6113,2742,1653,45,801,9,6138.350098,6113,2748,1657,47,789,9,6138.350098,6113,2830,1693,68,649,9,6138.350098,6113,2874,1710,116,540,9,6138.350098,6113,2883,1711,125,521,9,6138.350098,6113,2886,1710,138,504,3,6138.350098
452,Solok,34189,8667,2320,188,200,3,34271.83594,34189,8683,2332,189,187,291,22504,3,34271.83594,34189,8718,2333,189,185,3,34271.83972,34189,8713,2341,189,176,4,34271.83972,34189,8510,2338,189,176,4,34271.83972,34189,8450,2319,189,176,4,34271.83972,34189,8347,2313,188,176,4,34271.83972,34189,8310,2311,188,176,4,34271.83972,34189,8311,2323,188,163,4,34271.83972,34189,8232,2350,188,131,4,34271.83972,34189,8239,2366,188,112,4,34271.83972,34189,8147,2378,188,95,4,34271.83972,34189,8125,2394,188,79,4,34271.83972
453,Solok Selatan,38021,10533,814,0,8,4,38097.83594,38021,10554,813,0,7,3,26640,4,38097.83594,38021,10331,784,0,5,4,38097.84106,38021,10316,782,0,5,4,38097.84106,38021,10071,761,0,5,4,38097.84106,38021,9695,734,0,5,4,38097.84106,38021,9422,730,0,5,4,38097.84106,38021,9015,700,0,5,4,38097.84106,38021,9015,701,0,4,4,38097.84106,38021,8797,691,0,1,4,38097.84106,38021,8782,684,0,1,4,38097.84106,38021,8883,684,0,1,4,38097.84106,38021,8669,675,0,1,4,38097.84106
454,Soppeng,14381,2642,8001,1,125,0,14413.41895,14381,2644,8029,1,110,66,3531,0,14413.41895,14381,2651,8059,1,101,0,14413.41895,14381,2650,8054,1,101,0,14413.41895,14381,2652,8067,1,101,0,14413.41895,14381,2762,8262,1,101,0,14413.41895,14381,2762,8259,1,101,0,14413.41895,14381,2763,8260,1,101,0,14413.41895,14381,2763,8261,1,100,0,14413.41895,14381,3070,8355,1,97,0,14413.41895,14381,3093,8362,1,97,0,14413.41895,14381,3099,8367,1,97,0,14413.41895,14381,3099,8367,1,97,0,14413.41895
455,Sorong,82114,5788,155,0,60,0,82261.69531,82114,5718,152,0,60,3072,73112,0,82261.69531,82114,5711,151,0,60,0,82261.70996,82114,5641,150,0,60,0,82261.70996,82114,5544,149,0,60,0,82261.70996,82114,5404,147,0,60,0,82261.70996,82114,5256,138,0,60,0,82261.70996,82114,5186,132,0,60,0,82261.70996,82114,5186,132,0,60,0,82261.70996,82114,5260,132,0,60,0,82261.70996,82114,5218,132,0,60,0,82261.70996,82114,5090,125,0,60,0,82261.70996,82114,4877,122,0,60,0,82261.70996
456,Sorong Selatan,59449,2345,614,25,8,5,59571.10938,59449,2283,606,25,8,1856,54666,5,59571.10938,59449,2125,605,25,8,5,59571.11121,59449,1963,604,25,8,5,59571.11121,59449,1809,603,25,8,5,59571.11121,59449,1542,602,25,8,5,59571.11121,59449,1530,602,25,8,5,59571.11121,59449,1243,76,0,8,0,59571.11121,59449,1243,76,0,8,0,59571.11121,59449,1254,80,0,8,0,59571.11121,59449,1257,80,0,8,0,59571.11121,59449,1308,81,0,8,0,59571.11121,59449,1319,81,0,8,0,59571.11121
457,Sragen,10375,1917,7063,684,579,2,10442.25977,10375,1919,7072,686,566,67,63,2,10442.25977,10375,1920,7072,687,564,2,10442.25977,10375,1920,7072,689,562,2,10442.25977,10375,1920,7073,689,561,2,10442.25977,10375,1920,7073,689,561,2,10442.25977,10375,1920,7074,689,560,2,10442.25977,10375,1920,7074,689,560,2,10442.25977,10375,1928,7107,700,508,2,10442.25977,10375,1964,7208,706,365,0,10442.25977,10375,1978,7224,709,332,0,10442.25977,10375,1987,7228,717,311,0,10442.25977,10375,1989,7235,719,300,0,10442.25977
458,Subang,22988,5267,10940,10,2066,597,23063.12891,22988,5338,10987,10,2018,382,3654,599,23063.12891,22988,5348,10990,10,2013,600,23063.12891,22988,5348,11004,10,1995,601,23063.12891,22988,5347,11005,10,1993,601,23063.12891,22988,5347,11005,10,1993,601,23063.12891,22988,5347,11005,10,1992,601,23063.12891,22988,5715,11021,10,1991,601,23063.12891,22988,5716,11085,10,1924,603,23063.12891,22988,5749,11153,10,1853,605,23063.12891,22988,5749,11185,10,1816,608,23063.12891,22988,5748,11195,10,1802,608,23063.12891,22988,5748,11203,10,1792,610,23063.12891
459,Sukabumi,44164,23128,9061,237,431,38,44261.56641,44164,23139,9069,237,404,117,11160,38,44261.56641,44164,23143,9078,237,393,38,44261.56726,44164,23156,9099,237,346,39,44261.56726,44164,23131,9099,237,344,39,44261.56726,44164,23158,9099,237,344,39,44261.56726,44164,23325,9120,237,343,39,44261.56726,44164,23592,9235,237,342,39,44261.56726,44164,23594,9243,237,331,39,44261.56726,44164,24344,9389,238,297,39,44261.56726,44164,24366,9410,238,265,40,44261.56726,44164,24369,9418,238,251,41,44261.56726,44164,24381,9429,239,233,42,44261.56726
460,Sukamara,34603,18284,2370,4170,7,0,34680.4375,34603,18555,2376,4170,2,78,9076,0,34680.4375,34603,18632,2378,4166,0,0,34680.43994,34603,18625,2364,4167,0,0,34680.43994,34603,18591,2361,4155,0,0,34680.43994,34603,18496,2359,4155,0,0,34680.43994,34603,18506,2359,4143,0,0,34680.43994,34603,18586,2364,4141,0,0,34680.43994,34603,18586,2364,4141,0,0,34680.43994,34603,18858,2366,4137,0,0,34680.43994,34603,18879,2366,4137,0,0,34680.43994,34603,18871,2364,4137,0,0,34680.43994,34603,18836,2362,4128,0,0,34680.43994
461,Sukoharjo,5250,600,2712,727,1100,6,5278.239746,5250,612,2750,740,1037,58,47,6,5278.239746,5250,608,2747,748,1036,6,5278.239746,5250,619,2799,756,965,6,5278.239746,5250,619,2800,757,963,6,5278.239746,5250,619,2801,757,962,6,5278.239746,5250,619,2803,758,959,6,5278.239746,5250,619,2804,758,958,6,5278.239746,5250,620,2818,762,938,6,5278.239746,5250,640,2997,780,711,6,5278.239746,5250,643,3041,784,657,6,5278.239746,5250,648,3078,795,602,7,5278.239746,5250,652,3088,801,580,7,5278.239746
462,Sumba Barat,7584,2490,3436,633,224,0,7624.969727,7584,2481,3433,633,224,47,766,0,7624.969727,7584,2478,3434,633,223,0,7624.969727,7584,2478,3434,633,223,0,7624.969727,7584,2468,3432,633,223,0,7624.969727,7584,2468,3432,633,223,0,7624.969727,7584,2467,3432,633,223,0,7624.969727,7584,2483,3432,633,223,0,7624.969727,7584,2483,3432,633,223,0,7624.969727,7584,2513,3434,633,221,0,7624.969727,7584,2513,3434,633,221,0,7624.969727,7584,2513,3434,633,221,0,7624.969727,7584,2513,3434,633,221,0,7624.969727
463,Sumba Barat Daya,15003,8477,3833,1655,29,4,15039.81055,15003,8554,3833,1655,29,89,839,4,15039.81055,15003,8569,3819,1670,28,4,15039.81055,15003,8569,3819,1670,28,4,15039.81055,15003,8569,3819,1670,28,4,15039.81055,15003,8569,3819,1670,28,4,15039.81055,15003,8569,3819,1670,28,4,15039.81055,15003,8569,3819,1670,28,4,15039.81055,15003,8569,3821,1670,26,4,15039.81055,15003,8591,3822,1671,24,4,15039.81055,15003,8591,3822,1671,24,4,15039.81055,15003,8591,3822,1671,24,4,15039.81055,15003,8591,3822,1671,24,4,15039.81055
464,Sumba Tengah,19364,2043,9899,4333,2,7,19420.36914,19364,2059,9903,4333,2,67,2993,7,19420.36914,19364,2068,9893,4346,2,7,19420.36914,19364,2067,9893,4346,2,7,19420.36914,19364,2038,9889,4346,2,7,19420.36914,19364,2039,9889,4346,2,7,19420.36914,19364,2042,9890,4346,2,7,19420.36914,19364,2048,9891,4346,2,7,19420.36914,19364,2048,9891,4346,2,7,19420.36914,19364,2212,9904,4346,1,7,19420.36914,19364,2221,9904,4346,1,7,19420.36914,19364,2221,9904,4346,1,7,19420.36914,19364,2221,9904,4346,1,7,19420.36914
465,Sumba Timur,74640,11952,30631,22025,77,9,74740.21875,74640,11988,30633,22025,77,232,9676,9,74740.21875,74640,12034,30535,22142,77,9,74740.21777,74640,12027,30536,22142,76,9,74740.21777,74640,11978,30536,22141,76,9,74740.21777,74640,11982,30536,22142,76,9,74740.21777,74640,12007,30538,22143,76,9,74740.21777,74640,12036,30538,22143,76,9,74740.21777,74640,12036,30539,22143,75,9,74740.21777,74640,12404,30541,22143,75,8,74740.21777,74640,12422,30545,22143,71,8,74740.21777,74640,12422,30545,22143,71,8,74740.21777,74640,12421,30544,22143,71,8,74740.21777
466,Sumbawa,70775,7273,22228,1362,37,281,70988.32813,70775,7304,22369,1363,36,680,38740,283,70988.32813,70775,7212,22515,1367,31,283,70988.33032,70775,7239,22518,1367,31,283,70988.33032,70775,7174,22461,1367,28,283,70988.33032,70775,7146,22416,1367,28,283,70988.33032,70775,7145,22388,1367,27,283,70988.33032,70775,7183,22348,1367,27,281,70988.33032,70775,7183,22348,1367,27,281,70988.33032,70775,7657,22278,1366,27,279,70988.33032,70775,7664,22273,1366,27,279,70988.33032,70775,7643,22246,1362,27,279,70988.33032,70775,7697,22236,1362,27,279,70988.33032
467,Sumbawa Barat,18677,2904,2104,219,44,92,18735.27148,18677,2904,2098,219,44,219,13101,92,18735.27148,18677,3048,2131,218,40,92,18735.27148,18677,3045,2132,218,35,94,18735.27148,18677,3032,2135,218,32,94,18735.27148,18677,3021,2127,218,32,83,18735.27148,18677,3010,2127,218,32,83,18735.27148,18677,3000,2124,218,32,83,18735.27148,18677,3000,2128,218,27,84,18735.27148,18677,2871,2129,218,23,84,18735.27148,18677,2849,2129,219,19,84,18735.27148,18677,2787,2124,219,17,83,18735.27148,18677,2785,2125,220,15,83,18735.27148
468,Sumedang,16509,6716,3456,132,787,6,16566.07031,16509,6773,3466,136,739,314,5075,6,16566.07031,16509,6769,3483,137,731,6,16566.07031,16509,6783,3494,138,705,6,16566.07031,16509,6775,3495,140,702,6,16566.07031,16509,6767,3495,140,702,6,16566.07031,16509,6778,3499,140,702,6,16566.07031,16509,6906,3703,140,702,6,16566.07031,16509,6911,3712,141,687,6,16566.07031,16509,6957,3713,143,663,6,16566.07031,16509,6951,3717,148,649,6,16566.07031,16509,6939,3721,149,636,6,16566.07031,16509,6885,3719,151,626,6,16566.07031
469,Sumenep,22144,1429,14594,2444,279,37,22394.10019,22144,1432,14632,2446,249,1312,2035,38,22394.10019,22144,1430,14635,2447,243,38,22394.09993,22144,1430,14639,2450,231,38,22394.09993,22144,1430,14619,2451,227,38,22394.09993,22144,1430,14619,2451,227,38,22394.09993,22144,1431,14621,2451,224,38,22394.09993,22144,1431,14616,2451,223,38,22394.09993,22144,1431,14617,2453,219,38,22394.09993,22144,1441,14564,2453,199,38,22394.09993,22144,1445,14569,2465,176,38,22394.09993,22144,1444,14569,2468,172,38,22394.09993,22144,1443,14567,2468,171,38,22394.09993
470,Supiori,7065,17,5,0,3,0,7129.969513,7065,17,5,0,3,166,6874,0,7129.969513,7065,17,5,0,3,0,7129.970078,7065,17,5,0,3,0,7129.970078,7065,17,5,0,3,0,7129.970078,7065,17,5,0,3,0,7129.970078,7065,17,5,0,3,0,7129.970078,7065,17,5,0,3,0,7129.970078,7065,17,5,0,3,0,7129.970078,7065,14,5,0,3,0,7129.970078,7065,14,5,0,3,0,7129.970078,7065,14,5,0,3,0,7129.970078,7065,14,5,0,3,0,7129.970078
471,Tabalong,33279,12408,1053,75,712,4,33365.29688,33279,12363,1062,75,697,28,19050,4,33365.29688,33279,12246,1069,75,687,4,33365.30078,33279,12259,1081,75,639,4,33365.30078,33279,12271,1087,76,587,4,33365.30078,33279,12297,1098,77,498,5,33365.30078,33279,12200,1108,78,453,5,33365.30078,33279,11869,1120,30,386,6,33365.30078,33279,11870,1121,30,383,6,33365.30078,33279,11877,1129,30,354,6,33365.30078,33279,11896,1130,31,298,6,33365.30078,33279,11911,1132,31,267,6,33365.30078,33279,11901,1135,31,261,6,33365.30078
472,Tabanan,9160,1525,2625,7,43,1,9202.929688,9160,1536,2624,7,36,118,4838,1,9202.929688,9160,1538,2629,7,29,1,9202.929688,9160,1538,2591,7,29,1,9202.929688,9160,1538,2565,7,29,1,9202.929688,9160,1545,2586,7,29,1,9202.929688,9160,1545,2586,7,29,1,9202.929688,9160,1546,2586,7,29,1,9202.929688,9160,1549,2587,7,25,1,9202.929688,9160,1550,2553,10,22,1,9202.929688,9160,1551,2555,12,17,1,9202.929688,9160,1551,2555,13,14,1,9202.929688,9160,1552,2551,15,11,1,9202.929688
473,Takalar,6053,456,3558,157,675,67,6120.310547,6053,461,3580,157,656,579,552,68,6120.310547,6053,474,3600,157,648,68,6120.310547,6053,474,3601,157,637,71,6120.310547,6053,474,3600,157,637,71,6120.310547,6053,474,3600,157,637,71,6120.310547,6053,474,3600,157,637,71,6120.310547,6053,474,3600,157,637,71,6120.310547,6053,474,3606,157,631,71,6120.310547,6053,474,3620,157,617,71,6120.310547,6053,475,3626,157,609,71,6120.310547,6053,475,3635,157,600,71,6120.310547,6053,475,3641,157,594,71,6120.310547
474,Tambrauw,123583,837,188,58,53,0,123687.9609,123583,764,188,58,53,1002,121518,0,123687.9609,123583,702,188,58,53,0,123687.9731,123583,682,182,58,53,0,123687.9731,123583,570,171,58,53,0,123687.9731,123583,560,166,58,53,0,123687.9731,123583,521,147,58,53,0,123687.9731,123583,521,147,58,53,0,123687.9731,123583,521,148,58,52,0,123687.9731,123583,521,125,58,52,0,123687.9731,123583,521,125,58,52,0,123687.9731,123583,521,124,58,52,0,123687.9731,123583,521,124,58,52,0,123687.9731
475,Tana Tidung,30756,4170,726,0,5,114,30989.88672,30756,4118,702,0,3,2186,23633,114,30989.88672,30756,4061,696,0,3,114,30989.89063,30756,3998,680,0,3,114,30989.89063,30756,3828,632,0,3,114,30989.89063,30756,3667,581,0,3,44,30989.89063,30756,3555,502,0,3,25,30989.89063,30756,3517,367,0,2,1,30989.89063,30756,3518,367,0,1,1,30989.89063,30756,3272,368,0,1,7,30989.89063,30756,3231,365,0,1,7,30989.89063,30756,2690,340,0,1,8,30989.89063,30756,2257,178,0,1,8,30989.89063
476,Tana Toraja,21336,7670,3032,336,33,0,21393.28906,21336,7961,3038,337,28,0,9971,0,21393.28906,21336,8455,3041,337,27,0,21393.29096,21336,8477,3039,337,27,0,21393.29096,21336,8577,3048,339,27,0,21393.29096,21336,8618,3061,339,27,0,21393.29096,21336,8625,3062,339,27,0,21393.29096,21336,8652,3067,339,27,0,21393.29096,21336,8652,3068,341,24,0,21393.29096,21336,8760,3069,341,18,0,21393.29096,21336,8868,3072,341,17,0,21393.29096,21336,8929,3074,341,17,0,21393.29096,21336,9057,3076,341,17,0,21393.29096
477,Tanah Bumbu,49633,19316,7035,120,145,184,49712.22656,49633,19914,7002,120,131,347,21909,178,49712.22656,49633,20417,6960,118,119,164,49712.22656,49633,20233,6939,118,118,164,49712.22656,49633,20117,6923,118,118,164,49712.22656,49633,20234,6915,118,118,164,49712.22656,49633,20242,6915,118,118,164,49712.22656,49633,20219,6877,122,94,170,49712.22656,49633,20219,6879,122,92,170,49712.22656,49633,20303,6738,116,89,169,49712.22656,49633,20246,6537,116,89,165,49712.22656,49633,20119,6509,116,89,165,49712.22656,49633,19862,6347,116,89,153,49712.22656
478,Tanah Datar,13850,6049,1482,0,255,0,13902.18945,13850,6023,1484,0,253,16,6074,0,13902.18945,13850,6032,1485,0,251,0,13902.18945,13850,6045,1489,0,245,0,13902.18945,13850,6072,1489,0,245,0,13902.18945,13850,6034,1478,0,245,0,13902.18945,13850,5913,1475,0,244,0,13902.18945,13850,5797,1473,0,244,0,13902.18945,13850,5802,1497,0,215,0,13902.18945,13850,5704,1519,0,169,0,13902.18945,13850,5635,1543,0,141,0,13902.18945,13850,5598,1553,0,129,0,13902.18945,13850,5547,1561,0,118,0,13902.18945
479,Tanah Laut,40540,15572,14445,1787,71,58,40606.32422,40540,15818,14464,1784,55,225,8122,61,40606.32422,40540,15840,14455,1786,45,59,40606.31976,40540,15843,14455,1779,37,59,40606.31976,40540,15821,14453,1776,34,59,40606.31976,40540,15848,14450,1776,34,59,40606.31976,40540,15765,14450,1776,34,59,40606.31976,40540,15756,14413,1775,32,59,40606.31976,40540,15757,14414,1775,30,59,40606.31976,40540,15640,14213,1747,28,59,40606.31976,40540,15602,14168,1745,27,59,40606.31976,40540,15602,14155,1738,27,59,40606.31976,40540,15503,14001,1687,27,59,40606.31976
480,Tangerang,10866,63,199,0,9784,10,10921.58105,10866,63,202,0,9777,802,12,10,10921.58105,10866,63,204,0,9771,10,10921.58105,10866,65,273,0,9690,15,10921.58105,10866,65,275,0,9685,16,10921.58105,10866,65,275,0,9685,16,10921.58105,10866,65,277,0,9681,17,10921.58105,10866,65,278,0,9680,17,10921.58105,10866,67,280,0,9675,17,10921.58105,10866,67,282,0,9672,17,10921.58105,10866,70,285,0,9665,17,10921.58105,10866,73,298,0,9647,17,10921.58105,10866,76,306,0,9635,17,10921.58105
481,Tanggamus,29365,13372,1011,6,96,0,29453.89844,29365,13422,1016,6,80,279,14562,0,29453.89844,29365,13453,1024,6,68,0,29453.89941,29365,13514,1028,6,56,0,29453.89941,29365,13493,1023,6,56,0,29453.89941,29365,13397,975,6,56,0,29453.89941,29365,13390,972,6,56,0,29453.89941,29365,13375,956,6,56,0,29453.89941,29365,13375,961,6,51,0,29453.89941,29365,13946,984,6,47,0,29453.89941,29365,13943,991,6,40,0,29453.89941,29365,13937,991,6,40,0,29453.89941,29365,13907,990,6,40,0,29453.89941
482,Tanjung Jabung Barat,51902,33997,2865,306,63,4,51981.48438,51902,34009,2732,299,57,524,14277,4,51981.48438,51902,34266,2616,293,51,4,51981.4812,51902,34226,2583,290,51,4,51981.4812,51902,34291,2569,247,50,4,51981.4812,51902,33814,2471,33,50,4,51981.4812,51902,33531,2355,23,49,4,51981.4812,51902,32411,2116,16,47,4,51981.4812,51902,32411,2119,16,44,4,51981.4812,51902,32233,2096,17,43,3,51981.4812,51902,32203,2095,17,41,3,51981.4812,51902,32071,2091,17,39,3,51981.4812,51902,31910,2093,17,39,3,51981.4812
483,Tanjung Jabung Timur,52144,25528,7211,366,10,35,52232.61719,52144,25466,7207,366,10,937,18120,35,52232.61719,52144,26332,7181,366,10,34,52232.6189,52144,26292,7102,359,10,34,52232.6189,52144,26221,7113,286,10,33,52232.6189,52144,26063,7078,193,10,33,52232.6189,52144,25979,7059,191,10,33,52232.6189,52144,25530,6953,113,10,33,52232.6189,52144,25530,6953,113,10,33,52232.6189,52144,25111,6804,102,9,30,52232.6189,52144,25050,6719,98,9,30,52232.6189,52144,24981,6663,81,9,30,52232.6189,52144,24983,6630,77,9,30,52232.6189
484,Tapanuli Selatan,43636,15603,1789,79,30,0,43757.96875,43636,15527,1788,79,30,99,26113,0,43757.96875,43636,15466,1780,79,30,0,43757.97095,43636,15496,1778,79,30,0,43757.97095,43636,15444,1736,75,30,0,43757.97095,43636,15378,1732,74,30,0,43757.97095,43636,15278,1730,74,30,0,43757.97095,43636,15275,1727,72,30,0,43757.97095,43636,15275,1730,72,27,0,43757.97095,43636,14548,1701,71,25,0,43757.97095,43636,14388,1702,71,24,0,43757.97095,43636,14177,1649,70,23,0,43757.97095,43636,13758,1536,70,22,0,43757.97095
485,Tapanuli Tengah,24598,6483,418,12,113,9,24706.99805,24598,6187,414,12,108,322,17546,9,24706.99805,24598,5692,390,12,106,9,24707.00073,24598,5668,392,12,103,9,24707.00073,24598,5539,375,12,103,9,24707.00073,24598,5484,345,12,103,9,24707.00073,24598,5217,323,1,103,9,24707.00073,24598,5252,323,1,103,9,24707.00073,24598,5256,324,1,98,9,24707.00073,24598,5452,332,0,92,9,24707.00073,24598,5438,341,0,82,9,24707.00073,24598,5389,343,0,79,9,24707.00073,24598,5342,345,0,76,10,24707.00073
486,Tapanuli Utara,39103,11705,1576,802,40,15,39185.82813,39103,11869,1579,802,36,107,24694,16,39185.82813,39103,11873,1580,802,35,16,39185.83008,39103,11850,1580,802,35,16,39185.83008,39103,11717,1573,798,35,16,39185.83008,39103,11641,1573,791,35,16,39185.83008,39103,11555,1566,774,35,16,39185.83008,39103,11531,1555,725,35,16,39185.83008,39103,11531,1557,725,33,16,39185.83008,39103,11704,1556,724,31,16,39185.83008,39103,11703,1555,724,30,16,39185.83008,39103,11703,1556,724,30,16,39185.83008,39103,11706,1555,720,30,16,39185.83008
487,Tapin,23099,11644,4497,2879,116,0,23164.41016,23099,12012,4534,2882,115,66,3406,0,23164.41016,23099,12055,4531,2882,115,0,23164.41138,23099,12039,4532,2877,101,0,23164.41138,23099,12048,4538,2882,83,0,23164.41138,23099,12051,4542,2853,61,0,23164.41138,23099,12046,4548,2824,39,0,23164.41138,23099,12038,4554,2824,28,0,23164.41138,23099,12038,4555,2824,27,0,23164.41138,23099,11989,4315,2507,21,0,23164.41138,23099,11981,4260,2461,20,0,23164.41138,23099,11977,4262,2461,18,0,23164.41138,23099,11798,3961,1912,18,0,23164.41138
488,Tasikmalaya,28623,17130,1503,1,157,1,28702.97852,28623,17302,1505,1,140,36,9638,1,28702.97852,28623,17444,1506,1,138,1,28702.979,28623,17429,1491,1,138,1,28702.979,28623,17419,1487,1,138,1,28702.979,28623,17540,1503,1,138,1,28702.979,28623,17952,1511,1,138,1,28702.979,28623,18688,1537,1,138,1,28702.979,28623,18692,1542,1,129,1,28702.979,28623,19104,1558,1,110,1,28702.979,28623,19115,1563,1,100,1,28702.979,28623,19116,1564,1,94,1,28702.979,28623,19108,1565,1,89,1,28702.979
489,Tebo,66040,52818,1804,65,23,0,66118.70313,66040,52819,1805,65,21,531,10799,0,66118.70313,66040,52800,1800,65,16,0,66118.69641,66040,52771,1801,65,15,0,66118.69641,66040,52820,1803,65,15,0,66118.69641,66040,52832,1807,65,15,0,66118.69641,66040,52727,1799,63,15,0,66118.69641,66040,52074,1740,0,15,0,66118.69641,66040,52074,1746,0,9,0,66118.69641,66040,51751,1706,0,3,0,66118.69641,66040,51306,1588,0,3,0,66118.69641,66040,50831,1573,0,2,0,66118.69641,66040,49954,1526,0,1,0,66118.69641
490,Tegal,10547,2314,3823,48,2997,11,10597.17969,10547,2333,3852,49,2955,113,1234,11,10597.17969,10547,2339,3887,53,2908,11,10597.17969,10547,2336,3916,53,2873,14,10597.17969,10547,2339,3917,53,2872,14,10597.17969,10547,2344,3917,53,2872,14,10597.17969,10547,2385,3922,53,2872,14,10597.17969,10547,2402,3924,53,2872,13,10597.17969,10547,2416,3967,55,2813,13,10597.17969,10547,2438,4005,57,2737,13,10597.17969,10547,2477,4137,63,2556,13,10597.17969,10547,2495,4230,69,2437,13,10597.17969,10547,2511,4306,72,2342,13,10597.17969
491,Teluk Bintuni,218634,3709,799,113,81,0,218926.5176,218634,3622,794,113,77,6587,207441,0,218926.5176,218634,3508,756,113,76,0,218926.5214,218634,3274,705,113,73,0,218926.5214,218634,3085,709,113,73,0,218926.5214,218634,2981,732,113,73,0,218926.5214,218634,2908,677,113,73,0,218926.5214,218634,2866,618,113,73,0,218926.5214,218634,2866,618,113,73,0,218926.5214,218634,2892,663,112,72,0,218926.5214,218634,2899,669,112,72,0,218926.5214,218634,2907,670,112,71,0,218926.5214,218634,2931,670,112,71,0,218926.5214
492,Teluk Wondama,67876,113,65,6,15,0,68050.51563,67876,113,54,6,15,926,66762,0,68050.51563,67876,113,54,6,15,0,68050.51926,67876,101,54,6,15,0,68050.51926,67876,94,54,6,15,0,68050.51926,67876,94,54,6,15,0,68050.51926,67876,98,54,6,15,0,68050.51926,67876,98,47,6,15,0,68050.51926,67876,98,47,6,15,0,68050.51926,67876,92,43,6,15,0,68050.51926,67876,92,43,6,15,0,68050.51926,67876,92,43,6,15,0,68050.51926,67876,92,43,6,15,0,68050.51926
493,Temanggung,9254,2164,1486,787,606,0,9299.15918,9254,2136,1487,789,601,0,4236,0,9299.15918,9254,2136,1487,789,601,0,9299.15918,9254,2137,1487,789,600,0,9299.15918,9254,2136,1488,789,600,0,9299.15918,9254,2140,1494,789,600,0,9299.15918,9254,2147,1496,789,600,0,9299.15918,9254,2181,1506,789,600,0,9299.15918,9254,2183,1508,791,594,0,9299.15918,9254,2260,1530,791,586,0,9299.15918,9254,2259,1533,792,582,0,9299.15918,9254,2259,1534,792,580,0,9299.15918,9254,2257,1535,792,578,0,9299.15918
494,Timor Tengah Selatan,42233,23187,14716,0,1030,18,42308.91016,42233,23258,14718,0,1026,36,3177,18,42308.91016,42233,23262,14718,0,1023,18,42308.90845,42233,23279,14730,0,991,18,42308.90845,42233,23302,14758,0,941,18,42308.90845,42233,23301,14758,0,941,18,42308.90845,42233,23309,14762,0,929,18,42308.90845,42233,23337,14811,0,843,18,42308.90845,42233,23339,14814,0,838,18,42308.90845,42233,23406,14817,0,833,18,42308.90845,42233,23406,14817,0,833,18,42308.90845,42233,23396,14817,0,833,18,42308.90845,42233,23384,14814,0,833,18,42308.90845
